name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Eau irisee,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5302.jpg,for women and men,NA,NA,"woody , aromatic , marine , white floral , sand , musky , amber , powdery ",enormous,['Cypress'],"['Pine Tree', 'Jasmine']","['Sea water', 'Woodsy Notes', 'Amber', 'Musk', 'Sand']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,fall and spring,"{'woody': 100.0, 'aromatic': 78.27590000000001, 'marine': 54.1379, 'white floral': 54.1379, 'sand': 54.1379, 'musky': 54.1379, 'amber': 54.1379, 'powdery': 45.6896}"
Eau epicee,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5301.jpg,for women and men,NA,NA,"citrus , warm spicy , powdery , fresh spicy , vanilla , soft spicy , white floral , musky , anis , floral ",intimate,"['Ginger', 'Orange', 'Amalfi Lemon', 'Star Anise']","['Nutmeg', 'Cardamom', 'Jasmine']","['Musk', 'Vanilla']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,fall and winter,"{'citrus': 100.0, 'warm spicy': 90.4545, 'powdery': 68.1818, 'fresh spicy': 68.1818, 'vanilla': 63.4091, 'soft spicy': 63.4091, 'white floral': 61.8182, 'musky': 61.8182, 'anis': 61.8182, 'floral': 55.4545}"
Eau boisee,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5300.jpg,for men,NA,NA,"citrus , herbal , woody , white floral , rose , musky , green , aromatic , fresh , warm spicy ",moderate,"['Virginia Cedar', 'Tea', 'Amalfi Lemon']","['Rose', 'Jasmine', 'Artemisia', 'Ginger']",['Musk'],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'citrus': 100.0, 'herbal': 91.6, 'woody': 86.0, 'white floral': 86.0, 'rose': 86.0, 'musky': 86.0, 'green': 86.0, 'aromatic': 86.0, 'fresh': 80.4, 'warm spicy': 80.4}"
Mury,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43439.jpg,for women and men,NA,NA,"leather , animalic , smoky ",strong,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,{}
Lavande,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43438.jpg,for women and men,NA,NA,"lavender , aromatic , fresh spicy , herbal ",enormous,[],['Lavender'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'lavender': 100.0, 'aromatic': 58.0, 'fresh spicy': 51.0, 'herbal': 44.0}"
Jeux,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43437.jpg,for women and men,NA,NA,"citrus , yellow floral , amber , aldehydic , white floral , fresh , woody , sweet , floral , green ",intimate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,fall,{}
Heliotrope,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43436.jpg,for women,NA,NA,"powdery , vanilla , almond , floral ",strong,[],['Heliotrope'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'powdery': 100.0, 'vanilla': 91.25, 'almond': 73.75, 'floral': 56.25}"
Cuir de Russie,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43435.jpg,for women and men,NA,NA,"leather , animalic , smoky ",enormous,[],['Leather'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,fall and winter,"{'leather': 100.0, 'animalic': 65.0, 'smoky': 51.0}"
Lacdor,Lubin,https://fimgs.net/mdimg/perfume/375x500.40469.jpg,for women,NA,NA,"woody , aromatic , marine , white floral , sand , musky , amber , powdery ",moderate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,{}
Chanel No 5 Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.28711.jpg,for women,3.69,12257,"powdery , woody , aldehydic , iris , fresh , white floral , earthy , musky , citrus , yellow floral ",moderate,"['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Bergamot', 'Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Amber', 'Sandalwood', 'Musk', 'Moss', 'Vetiver', 'Vanilla', 'Patchouli']","{'very weak': 93, 'weak': 120, 'moderate': 490, 'long lasting': 823, 'eternal': 611}",,"{'female': 43, 'more female': 15, 'unisex': 19, 'more male': 1, 'male': 1}","{'way overpriced': 17, 'overpriced': 21, 'ok': 26, 'good value': 7, 'great value': 4}",,,,,,,,winter,"{'powdery': 100.0, 'woody': 98.833, 'aldehydic': 83.3484, 'iris': 81.7157, 'fresh': 80.4673, 'white floral': 79.0407, 'earthy': 76.7447, 'musky': 72.3644, 'citrus': 69.977, 'yellow floral': 65.8889}"
Chanel No 5 Eau de Toilette,Chanel,https://fimgs.net/mdimg/perfume/375x500.10856.jpg,for women,3.99,4385,"woody , powdery , aldehydic , fresh , iris , earthy , white floral , citrus , musky , yellow floral ",moderate,"['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Amalfi Lemon', 'Bergamot']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civetta', 'Sandalwood', 'Musk', 'oak moss', 'Vetiver', 'Amber', 'Vanille', 'Patchouli']","{'very weak': 55, 'weak': 106, 'moderate': 370, 'long lasting': 244, 'eternal': 136}",,"{'female': 43, 'more female': 26, 'unisex': 31, 'more male': 1, 'male': 0}","{'way overpriced': 7, 'overpriced': 17, 'ok': 52, 'good value': 13, 'great value': 2}",,,,,,,,spring and summer,"{'woody': 100.0, 'powdery': 96.9788, 'aldehydic': 83.2949, 'fresh': 81.1491, 'iris': 78.3101, 'earthy': 75.7693, 'white floral': 75.6368, 'citrus': 74.2083, 'musky': 71.5249, 'yellow floral': 66.2918}"
Habanita,Molinard,https://fimgs.net/mdimg/perfume/375x500.3934.jpg,for women,4.13,2217,"amber , vanilla , powdery , leather , sweet , woody , animalic , floral , earthy , mossy ",strong,"['Raspberry', 'Peach', 'Orange Blossom', 'Bergamot']","['Heliotrope', 'Orris Root', 'Ylang-Ylang', 'Rose', 'Lilac', 'Jasmine']","['Leather', 'Benzoin', 'Vanilla', 'Amber', 'Oakmoss', 'Musk', 'Cedar']","{'very weak': 19, 'weak': 17, 'moderate': 76, 'long lasting': 134, 'eternal': 261}",,"{'female': 3, 'more female': 6, 'unisex': 10, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 2, 'ok': 3, 'good value': 3, 'great value': 8}",,,,,,,,winter,"{'amber': 100.0, 'vanilla': 98.6342, 'powdery': 93.474, 'leather': 73.5071, 'sweet': 64.5997, 'woody': 64.217, 'animalic': 62.9042, 'floral': 59.9752, 'earthy': 55.4743, 'mossy': 53.3726}"
Emeraude,Coty,https://fimgs.net/mdimg/perfume/375x500.3945.jpg,for women,3.97,1148,"amber , citrus , woody , balsamic , vanilla , sweet , warm spicy , powdery , aromatic , fresh spicy ",moderate,"['Bergamot', 'Lemon', 'Orange']","['Brazilian Rosewood', 'Ylang-Ylang', 'Jasmine', 'Rose']","['Opoponax', 'Benzoin', 'Vanilla', 'Amber', 'Sandalwood', 'Patchouli']","{'very weak': 19, 'weak': 34, 'moderate': 96, 'long lasting': 80, 'eternal': 19}",,"{'female': 11, 'more female': 4, 'unisex': 11, 'more male': 1, 'male': 1}","{'way overpriced': 0, 'overpriced': 0, 'ok': 2, 'good value': 9, 'great value': 11}",,,,,,,,fall,"{'amber': 100.0, 'citrus': 83.9062, 'woody': 83.8139, 'balsamic': 70.2638, 'vanilla': 63.6651, 'sweet': 61.6251, 'warm spicy': 59.2408, 'powdery': 52.9611, 'aromatic': 45.0024, 'fresh spicy': 44.272}"
Maja,Myrurgia,https://fimgs.net/mdimg/perfume/375x500.6233.jpg,for women,4.03,457,"warm spicy , fresh spicy , aromatic , floral , rose , woody , patchouli , earthy , citrus ",moderate,"['Geranium', 'Citruses', 'Tobacco', 'Orange Blossom']","['Carnation', 'Cloves', 'Nutmeg', 'Rose', 'Lavender', 'Leather', 'Jasmine']","['Patchouli', 'Cypress', 'Tonka Bean', 'Amber', 'Benzoin', 'Oakmoss']","{'very weak': 12, 'weak': 17, 'moderate': 60, 'long lasting': 20, 'eternal': 18}",,"{'female': 7, 'more female': 2, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 3, 'good value': 4, 'great value': 5}",,,,,,,,fall,"{'warm spicy': 100.0, 'fresh spicy': 84.0584, 'aromatic': 76.5442, 'floral': 71.9087, 'rose': 65.536, 'woody': 57.2972, 'patchouli': 52.8304, 'earthy': 49.654, 'citrus': 45.4453}"
Chanel No 5 Eau de Cologne,Chanel,https://fimgs.net/mdimg/perfume/375x500.11638.jpg,for women,3.98,767,"powdery , woody , musky , white floral , earthy , iris , animalic , citrus , aldehydic , fresh ",moderate,"['Aldehydes', 'Ylang-Ylang', 'African Orange flower', 'Bergamot', 'Amalfi Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civetta', 'Musk', 'Amber', 'Vetiver', 'Sandalwood', 'oak moss', 'Patchouli', 'Vanille']","{'very weak': 11, 'weak': 10, 'moderate': 36, 'long lasting': 50, 'eternal': 57}",,"{'female': 5, 'more female': 1, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 6, 'great value': 1}",,,,,,,,summer,"{'powdery': 100.0, 'woody': 99.0793, 'musky': 85.9754, 'white floral': 84.932, 'earthy': 77.9812, 'iris': 72.043, 'animalic': 69.7874, 'citrus': 67.8908, 'aldehydic': 67.0485, 'fresh': 65.7825}"
Chanel N°5 (Vintage),Chanel,https://fimgs.net/mdimg/perfume/375x500.608.jpg,for women,3.83,137,"aldehydic , powdery , woody , fresh , white floral , iris , musky , citrus , earthy , yellow floral ",moderate,"['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Lemon', 'Bergamot']","['Rose', 'iris', 'Jasmine', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Sandalwood', 'Amber', 'Musk', 'Vanilla', 'Oakmoss', 'Patchouli', 'Vetiver']","{'very weak': 5, 'weak': 2, 'moderate': 7, 'long lasting': 14, 'eternal': 18}",,"{'female': 3, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 2, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'aldehydic': 100.0, 'powdery': 95.7014, 'woody': 95.2263, 'fresh': 91.7913, 'white floral': 78.8646, 'iris': 74.0244, 'musky': 71.2719, 'citrus': 70.7893, 'earthy': 69.3526, 'yellow floral': 68.7494}"
Tosca,Tosca,https://fimgs.net/mdimg/perfume/375x500.5796.jpg,for women,3.91,212,"citrus , yellow floral , amber , aldehydic , white floral , fresh , woody , sweet , floral , green ",moderate,"['Aldehydes', 'Bergamot', 'Orange', 'Neroli', 'Amalfi Lemon']","['Ylang-Ylang', 'Narcissus', 'Jasmine', 'Rose', 'Lily-of-the-Valley']","['French labdanum', 'Amber', 'Vanilla', 'Patchouli']","{'very weak': 6, 'weak': 7, 'moderate': 16, 'long lasting': 22, 'eternal': 4}",,"{'female': 5, 'more female': 0, 'unisex': 4, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 1, 'great value': 6}",,,,,,,,spring,"{'citrus': 100.0, 'yellow floral': 95.5476, 'amber': 87.3738, 'aldehydic': 76.626, 'white floral': 74.9952, 'fresh': 73.777, 'woody': 70.6018, 'sweet': 64.4243, 'floral': 57.6455, 'green': 55.7789}"
Emeraude Parfum,Coty,https://fimgs.net/mdimg/perfume/375x500.55500.jpg,for women,4.65,31,"amber , woody , citrus , balsamic , sweet , warm spicy , vanilla , powdery , white floral , patchouli ",enormous,"['Orange', 'Bergamot', 'Lemon']","['Jasmine', 'Ylang-Ylang', 'Brazilian Rosewood', 'Rose']","['Opoponax', 'Benzoin', 'Amber', 'Sandalwood', 'Patchouli', 'Vanilla']","{'very weak': 1, 'weak': 0, 'moderate': 0, 'long lasting': 1, 'eternal': 3}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'amber': 100.0, 'woody': 89.0044, 'citrus': 81.8805, 'balsamic': 72.0465, 'sweet': 66.0841, 'warm spicy': 60.6637, 'vanilla': 56.0177, 'powdery': 50.1327, 'white floral': 48.5841, 'patchouli': 48.5841}"
Guerlinade,Guerlain,https://fimgs.net/mdimg/perfume/375x500.23568.jpg,for women,4.31,111,"floral , sweet , vanilla , powdery , iris , citrus , white floral , yellow floral , rose , fresh ",moderate,"['Lilac', 'Bergamot', 'Lime (Linden) Blossom']","['Orris', 'Jasmine', 'Rose']","['Tonka Bean', 'Vanilla']","{'very weak': 8, 'weak': 9, 'moderate': 11, 'long lasting': 9, 'eternal': 4}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'floral': 100.0, 'sweet': 64.1063, 'vanilla': 63.8023, 'powdery': 62.1, 'iris': 60.3978, 'citrus': 59.7898, 'white floral': 58.5739, 'yellow floral': 55.7165, 'rose': 54.3182, 'fresh': 53.8319}"
Kismet,Lubin,https://fimgs.net/mdimg/perfume/375x500.40459.jpg,for women and men,4.64,11,"leather , animalic , smoky ",moderate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 1, 'eternal': 2}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,{}
Crown Spiced Limes,The Crown Perfumery Co.,https://fimgs.net/mdimg/perfume/375x500.7271.jpg,for men,4.46,13,"aromatic , citrus , mossy , earthy , soft spicy , woody , green , fresh spicy , conifer ",moderate,"['Lime', 'Lemon']","['Clary Sage', 'Basil', 'Coriander']","['Oakmoss', 'Vetiver']","{'very weak': 1, 'weak': 0, 'moderate': 2, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'aromatic': 100.0, 'citrus': 98.6275, 'mossy': 64.3137, 'earthy': 62.2549, 'soft spicy': 58.1373, 'woody': 56.0784, 'green': 53.3333, 'fresh spicy': 52.9902, 'conifer': 48.5294}"
Cabiria,Parfums Bichara,https://fimgs.net/mdimg/perfume/375x500.40722.jpg,for women and men,NA,NA,"woody , mossy , amber , powdery , yellow floral , rose , musky , earthy , sweet , white floral ",intimate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,{}
Mismelis,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40516.jpg,for women,NA,NA,"musky , leather , powdery , animalic , woody , aromatic , amber , floral , smoky , sweet ",moderate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,{}
Chanel N°22,Chanel,https://fimgs.net/mdimg/perfume/375x500.1007.jpg,for women,4.26,1208,"white floral , fresh , aldehydic , woody , yellow floral , iris , floral , powdery , fresh spicy , sweet ",moderate,"['Aldehydes', 'Neroli', 'Lily', 'Tuberose', 'Lily-of-the-Valley', 'Orange Blossom']","['Ylang-Ylang', 'Jasmine', 'White Rose', 'Nutmeg']","['iris', 'Vanilla', 'Vetiver']","{'very weak': 21, 'weak': 18, 'moderate': 72, 'long lasting': 91, 'eternal': 40}",,"{'female': 11, 'more female': 4, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 4, 'ok': 8, 'good value': 0, 'great value': 0}",,,,,,,,fall,"{'white floral': 100.0, 'fresh': 56.8187, 'aldehydic': 52.749, 'woody': 50.0371, 'yellow floral': 50.0358, 'iris': 49.3401, 'floral': 48.3279, 'powdery': 46.3347, 'fresh spicy': 45.806, 'sweet': 45.5625}"
Les Exclusifs de Chanel No 22,Chanel,https://fimgs.net/mdimg/perfume/375x500.7142.jpg,for women,4.25,967,"white floral , aldehydic , fresh , yellow floral , woody , rose , floral , soapy , sweet , vanilla ",moderate,"['Aldehydes', 'Neroli', 'Lily-of-the-Valley']","['Ylang-Ylang', 'Jasmine', 'Rose', 'Tuberose']","['Vanille', 'vetyver']","{'very weak': 14, 'weak': 11, 'moderate': 62, 'long lasting': 86, 'eternal': 32}",,"{'female': 6, 'more female': 1, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 3, 'ok': 5, 'good value': 2, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'aldehydic': 84.5151, 'fresh': 83.612, 'yellow floral': 67.2352, 'woody': 55.3111, 'rose': 53.9799, 'floral': 53.3668, 'soapy': 52.4972, 'sweet': 52.4526, 'vanilla': 49.175}"
Nuit de Noel,Caron,https://fimgs.net/mdimg/perfume/375x500.4581.jpg,for women,4.3,687,"woody , yellow floral , mossy , rose , powdery , amber , earthy , musky , sweet , white floral ",moderate,"['Ylang-Ylang', 'tincture of rose', 'Jasmine']","['oak moss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 11, 'weak': 9, 'moderate': 47, 'long lasting': 51, 'eternal': 18}",,"{'female': 3, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 2, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'woody': 100.0, 'yellow floral': 75.5748, 'mossy': 70.234, 'rose': 69.8779, 'powdery': 68.5872, 'amber': 64.7151, 'earthy': 58.1638, 'musky': 57.06, 'sweet': 55.4934, 'white floral': 55.1017}"
Nuit de Noel Extrait de Parfum,Caron,https://fimgs.net/mdimg/perfume/375x500.34198.jpg,for women,4.64,132,"woody , mossy , amber , powdery , yellow floral , rose , musky , earthy , sweet , white floral ",moderate,"['Ylang-Ylang', 'Rose', 'Jasmine']","['Oakmoss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 1, 'weak': 4, 'moderate': 9, 'long lasting': 14, 'eternal': 9}",,"{'female': 1, 'more female': 1, 'unisex': 5, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}",,,,,,,,winter,"{'woody': 100.0, 'mossy': 74.6309, 'amber': 72.8692, 'powdery': 72.5462, 'yellow floral': 71.6947, 'rose': 68.7584, 'musky': 62.2987, 'earthy': 61.2416, 'sweet': 54.0772, 'white floral': 52.9027}"
Bouquet de Faunes,Guerlain,https://fimgs.net/mdimg/perfume/375x500.30807.jpg,for women,4.11,18,"musky , leather , powdery , animalic , woody , aromatic , amber , floral , smoky , sweet ",enormous,"['Suede', 'Jasmine', 'Neroli']","['Amber', 'Carnation', 'Jasmine', 'iris', 'Marjoram', 'Rose', 'Ylang-Ylang', 'Lavender', 'Violet', 'Geranium', 'Neroli', 'Brazilian Rosewood']","['Civetta', 'Castoreum', 'Leather', 'Musk', 'Amber', 'Tobacco', 'Vetiver', 'Tonka Bean', 'Patchouli', 'Costus', 'Vanilla']","{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 1, 'eternal': 7}",,"{'female': 0, 'more female': 1, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'musky': 100.0, 'leather': 95.8182, 'powdery': 80.3637, 'animalic': 80.2424, 'woody': 73.7697, 'aromatic': 69.0909, 'amber': 61.3939, 'floral': 58.2424, 'smoky': 57.6363, 'sweet': 56.9697}"
Candide Effluve,Guerlain,https://fimgs.net/mdimg/perfume/375x500.11310.jpg,for women,4.42,24,"amber , vanilla , powdery , floral , citrus , woody , sweet , yellow floral , aromatic , white floral ",enormous,[],"['Ylang-Ylang', 'Jasmine', 'Benzoin', 'Heliotrope', 'Vanille', 'Orris Root', 'Lilac', 'Angelica', 'Tonka Bean', 'Amalfi Lemon', 'Amber', 'Vetiver', 'Bergamot', 'Patchouli']",[],"{'very weak': 3, 'weak': 3, 'moderate': 1, 'long lasting': 1, 'eternal': 3}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'amber': 100.0, 'vanilla': 91.9231, 'powdery': 86.3528, 'floral': 71.5451, 'citrus': 64.6287, 'woody': 61.4722, 'sweet': 58.3156, 'yellow floral': 56.9231, 'aromatic': 56.5518, 'white floral': 55.0663}"
